id,protocol,repo,provenance,evidence,tier,questions,coverage_real,coverage_paraphrase,coverage_synthetic,rubric_mean_real,rubric_mean_paraphrase,rubric_mean_synthetic,record_chars,synthetic_chars,changed_lines,language
grafana_grafana__126810,paired,grafana/grafana,human,none,empty,3,0,,0.333333,0.3333,,1.3333,,,783,Go
grafana_grafana__126822,paired,grafana/grafana,agent,agent-trailer,substantive,4,0.75,,0.75,1.75,,1.75,,,65,Go
grafana_grafana__126860,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,0.666667,1.3333,,1.6667,,,3442,TypeScript
grafana_grafana__126927,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0.333333,2,,1.3333,,,469040,JSON
grafana_grafana__126947,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,0.333333,0.6667,,1,,,220,Go
grafana_grafana__127123,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,1,1.3333,,2,,,86,TypeScript
grafana_grafana__127128,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0,2,,1,,,1329,TypeScript
grafana_grafana__127207,paired,grafana/grafana,agent,agent-trailer,trivial,3,0,,1,0.3333,,2,,,123,Go
grafana_grafana__127226,paired,grafana/grafana,human,none,empty,4,0,,0.75,1,,1.75,,,52,TypeScript
grafana_grafana__127231,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,0.666667,1,,1.3333,,,252,Go
grafana_grafana__127240,paired,grafana/grafana,human,none,substantive,3,0,,0.666667,1,,1.3333,,,790,TypeScript
grafana_grafana__127258,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,1,2,,2,,,255,TypeScript
grafana_grafana__127262,paired,grafana/grafana,agent,agent-trailer,substantive,4,0.25,,0,1,,0.75,,,2022,TypeScript
grafana_grafana__127275,paired,grafana/grafana,agent,agent-trailer,trivial,3,0,,1,1,,2,,,54,TypeScript
grafana_grafana__127318,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0,2,,1,,,1556,TypeScript
grafana_grafana__127349,paired,grafana/grafana,agent,agent-trailer,substantive,3,0,,0,0.3333,,1,,,52,JSON
grafana_grafana__127455,paired,grafana/grafana,agent,agent-trailer,substantive,3,0,,0.333333,0.3333,,1.3333,,,490,Go
grafana_grafana__127474,paired,grafana/grafana,agent,agent-trailer,substantive,3,0,,0,0.6667,,1,,,1286,Go
grafana_grafana__127523,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,1,2,,2,,,26,Go
grafana_grafana__127528,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0,2,,0.6667,,,224,Go
grafana_grafana__127552,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,1,1.6667,,2,,,273,TypeScript
grafana_grafana__127640,paired,grafana/grafana,human,none,empty,3,0,,1,0,,2,,,28,JSON
grafana_grafana__127641,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,1,1.6667,,2,,,159,Go
grafana_grafana__127702,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,1,1,,2,,,318,TypeScript
grafana_grafana__127739,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0.666667,2,,1.6667,,,151,Go
grafana_grafana__127754,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,1,1.3333,,2,,,229,Go
grafana_grafana__127762,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,0,1,,0.6667,,,530,Go
grafana_grafana__127778,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,1,2,,2,,,45,Go
grafana_grafana__127783,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,1,2,,2,,,307,Go
grafana_grafana__127871,paired,grafana/grafana,agent,agent-trailer,substantive,2,0,,0.5,0.5,,1,,,39,JSON
grafana_grafana__127902,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,1,2,,2,,,125,Go
grafana_grafana__127936,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0.666667,2,,1.6667,,,76,TypeScript
grafana_grafana__127972,paired,grafana/grafana,agent,agent-trailer,substantive,4,0,,0.75,0.5,,1.75,,,204,TypeScript
grafana_grafana__128068,paired,grafana/grafana,agent,agent-trailer,substantive,3,0,,1,0,,2,,,431,Go
grafana_grafana__128080,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0.666667,2,,1.6667,,,22,Go
grafana_grafana__128100,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,0.666667,1.6667,,1.6667,,,577,Go
grafana_grafana__128114,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,1,2,,2,,,149,Go
grafana_grafana__128130,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0.666667,2,,1.6667,,,383,Go
grafana_grafana__128135,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,0.666667,1.6667,,1.6667,,,306,Go
grafana_grafana__128181,paired,grafana/grafana,agent,bot-author,substantive,3,0.333333,,0.333333,0.6667,,1,,,49,JSON
grafana_grafana__128195,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,0.666667,1.3333,,1.6667,,,39,TypeScript
grafana_grafana__128353,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,1,1.6667,,2,,,94,Go
grafana_grafana__128354,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0.666667,2,,1.6667,,,60,TypeScript
grafana_grafana__128429,paired,grafana/grafana,agent,agent-trailer,substantive,4,0.25,,0.5,1,,1.25,,,489,TypeScript
grafana_grafana__128501,paired,grafana/grafana,agent,agent-trailer,substantive,3,0,,0.666667,0.6667,,1.3333,,,190,Go
grafana_grafana__128522,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,1,2,,2,,,58,Go
grafana_grafana__128523,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0.666667,2,,1.6667,,,20,Go
grafana_grafana__128532,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,1,1.3333,,2,,,130,JSON
grafana_grafana__128549,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,0.666667,1.3333,,1.6667,,,198,Go
grafana_grafana__128628,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,0.666667,1.6667,,1.6667,,,568,Go
grafana_grafana__128658,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,1,1.3333,,2,,,576,TypeScript
grafana_grafana__128665,paired,grafana/grafana,agent,agent-trailer,substantive,3,0,,0.333333,0.3333,,0.6667,,,37,JSON
grafana_grafana__128689,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,1,0.6667,,2,,,85,TypeScript
grafana_grafana__128706,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,0,1,,0.6667,,,1269,TypeScript
grafana_grafana__128724,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0.333333,2,,1.3333,,,254,Go
grafana_grafana__128766,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,0.666667,1.6667,,1.6667,,,196,TypeScript
grafana_grafana__128790,paired,grafana/grafana,agent,agent-trailer,substantive,3,0,,0.666667,0.3333,,1.6667,,,397,TypeScript
grafana_grafana__128796,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,1,2,,2,,,173,TypeScript
grafana_grafana__128845,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,0.333333,0.6667,,1,,,100,TypeScript
grafana_grafana__128881,paired,grafana/grafana,human,none,substantive,3,0,,0.333333,0.3333,,1,,,26,TypeScript
grafana_grafana__128950,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,0,1.6667,,0.6667,,,137,TypeScript
grafana_grafana__129038,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,0.666667,1.3333,,1.6667,,,48,Go
grafana_grafana__129058,paired,grafana/grafana,agent,agent-trailer,trivial,3,0,,1,1,,2,,,352,TypeScript
grafana_grafana__129131,paired,grafana/grafana,human,none,substantive,3,0.333333,,1,1,,2,,,52,TypeScript
grafana_grafana__129185,paired,grafana/grafana,agent,agent-trailer,substantive,3,0,,0,0.3333,,0.3333,,,766,TypeScript
grafana_grafana__129206,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,1,1.6667,,2,,,210,Go
grafana_grafana__129207,paired,grafana/grafana,human,none,substantive,3,0,,1,1,,2,,,34,TypeScript
grafana_grafana__129229,paired,grafana/grafana,human,none,trivial,3,0,,1,1,,2,,,25,Go
grafana_grafana__129298,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,0.333333,1.6667,,1.3333,,,1411,Go
grafana_grafana__129387,paired,grafana/grafana,agent,agent-trailer,trivial,3,0,,0.666667,0,,1.3333,,,20,Other
grafana_grafana__129390,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,,0.333333,1.6667,,1.3333,,,1024,Go
grafana_grafana__129394,paired,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,,0.666667,1.3333,,1.6667,,,72,Go
grafana_grafana__129441,paired,grafana/grafana,agent,agent-trailer,substantive,4,0.5,,0,1.5,,0.75,,,507,TypeScript
grafana_grafana__129458,paired,grafana/grafana,agent,agent-trailer,substantive,3,1,,0.333333,2,,1.3333,,,176,Go
grafana_grafana__129512,paired,grafana/grafana,human,none,trivial,3,0,,1,0,,2,,,576,TypeScript
grafana_grafana__129530,paired,grafana/grafana,human,none,substantive,3,0.333333,,1,1.3333,,2,,,120,Go
grafana_grafana__89766,paired,grafana/grafana,human,none,empty,3,0,,0,0,,0.6667,,,106,JSON
grafana_grafana__90369,paired,grafana/grafana,human,none,empty,3,0,,0.666667,0,,1.6667,,,25,Go
grafana_grafana__90418,paired,grafana/grafana,human,none,empty,3,0,,0.666667,0.3333,,1.6667,,,2011,Go
grafana_grafana__90536,paired,grafana/grafana,human,none,empty,3,0,,0.666667,0.6667,,1.3333,,,39,TypeScript
grafana_grafana__90563,paired,grafana/grafana,human,none,substantive,3,0,,1,1,,2,,,257,Go
grafana_grafana__90991,paired,grafana/grafana,human,none,trivial,3,0,,1,0.3333,,2,,,74,Go
grafana_grafana__91548,paired,grafana/grafana,human,none,empty,3,0,,1,0.6667,,2,,,135,Go
grafana_grafana__91688,paired,grafana/grafana,human,none,trivial,2,0,,0.5,0,,1.5,,,25,JSON
grafana_grafana__91849,paired,grafana/grafana,human,none,empty,3,0,,0.666667,0.3333,,1.6667,,,169,TypeScript
grafana_grafana__92006,paired,grafana/grafana,human,none,empty,3,0,,0,0,,1,,,939,Go
grafana_grafana__92572,paired,grafana/grafana,human,none,substantive,3,0,,0.333333,0,,0.6667,,,712,Go
grafana_grafana__92649,paired,grafana/grafana,human,none,trivial,3,0,,0.666667,0.3333,,1.6667,,,610,Go
grafana_grafana__92759,paired,grafana/grafana,human,none,substantive,3,0,,1,0.3333,,2,,,209,Go
grafana_grafana__92995,paired,grafana/grafana,human,none,substantive,3,0.333333,,0.666667,0.6667,,1.3333,,,152,Go
grafana_grafana__93000,paired,grafana/grafana,human,none,trivial,3,0,,1,0.6667,,2,,,193,TypeScript
grafana_grafana__93032,paired,grafana/grafana,human,none,trivial,4,0,,1,0.5,,2,,,163,Go
grafana_grafana__93448,paired,grafana/grafana,human,none,empty,3,0,,1,0,,2,,,418,TypeScript
grafana_grafana__93622,paired,grafana/grafana,human,none,empty,3,0,,1,0.3333,,2,,,108,TypeScript
grafana_grafana__93744,paired,grafana/grafana,human,none,trivial,3,0,,0.333333,0,,1.3333,,,110,JSON
grafana_grafana__93753,paired,grafana/grafana,human,none,substantive,3,0,,1,1,,2,,,540,Go
grafana_grafana__93861,paired,grafana/grafana,human,none,trivial,3,0,,0.666667,0,,1.6667,,,88,YAML
grafana_grafana__94086,paired,grafana/grafana,human,none,trivial,3,0,,0.666667,0,,1.6667,,,33,TypeScript
grafana_grafana__94366,paired,grafana/grafana,human,none,trivial,4,0,,0.75,0.25,,1.5,,,79,TypeScript
grafana_grafana__94633,paired,grafana/grafana,human,none,empty,2,0,,0.5,0,,1.5,,,32,JSON
grafana_grafana__94680,paired,grafana/grafana,human,none,trivial,3,0,,0.333333,0,,1,,,365,Go
grafana_grafana__95215,paired,grafana/grafana,human,none,trivial,4,0,,0.25,0.25,,1,,,991,YAML
grafana_grafana__95239,paired,grafana/grafana,human,none,substantive,3,0,,1,0.3333,,2,,,192,TypeScript
grafana_grafana__95631,paired,grafana/grafana,human,none,trivial,3,0,,0.666667,0,,1.6667,,,291,JSON
grafana_grafana__95691,paired,grafana/grafana,human,none,empty,4,0,,0,0,,1,,,626,Go
grafana_grafana__95891,paired,grafana/grafana,human,none,trivial,2,0,,1,0,,2,,,35,JSON
grafana_grafana__96057,paired,grafana/grafana,human,none,trivial,3,0,,1,0.3333,,2,,,38,TypeScript
grafana_grafana__96523,paired,grafana/grafana,human,none,substantive,3,0,,0.666667,0.6667,,1.6667,,,323,TypeScript
grafana_grafana__96609,paired,grafana/grafana,human,none,trivial,3,0,,1,0.6667,,2,,,41,TypeScript
grafana_grafana__96827,paired,grafana/grafana,human,none,trivial,3,0,,0.666667,0.3333,,1.6667,,,302,Go
grafana_grafana__96922,paired,grafana/grafana,human,none,trivial,3,0,,1,0,,2,,,29,Go
grafana_grafana__97103,paired,grafana/grafana,human,none,empty,3,0,,1,1,,2,,,29,TypeScript
grafana_grafana__97136,paired,grafana/grafana,human,none,substantive,3,0,,1,0.6667,,2,,,114,TypeScript
grafana_grafana__97151,paired,grafana/grafana,human,none,trivial,3,0,,0.666667,0.6667,,1.6667,,,57,TypeScript
grafana_grafana__97176,paired,grafana/grafana,human,none,substantive,3,0,,0.333333,0,,1,,,3774,TypeScript
grafana_grafana__97534,paired,grafana/grafana,human,none,empty,3,0,,0.333333,0,,1.3333,,,519,Go
grafana_grafana__98406,paired,grafana/grafana,human,none,empty,4,0,,0,0,,1,,,63,YAML
grafana_grafana__98509,paired,grafana/grafana,human,none,empty,3,0,,0,0,,1,,,99,TypeScript
grafana_grafana__98510,paired,grafana/grafana,human,none,empty,3,0,,0.666667,0.3333,,1.6667,,,55,TypeScript
grafana_grafana__98888,paired,grafana/grafana,human,none,substantive,3,0,,0.333333,1,,1.3333,,,1251,TypeScript
grafana_grafana__99331,paired,grafana/grafana,human,none,substantive,4,0.25,,0.75,0.5,,1.75,,,72,TypeScript
grafana_grafana__99359,paired,grafana/grafana,human,none,substantive,3,0,,0.666667,0.3333,,1.6667,,,134,TypeScript
grafana_grafana__99368,paired,grafana/grafana,human,none,empty,3,0,,0,0,,0.6667,,,321,Go
grafana_grafana__99370,paired,grafana/grafana,human,none,substantive,3,0,,0,0,,0.6667,,,106,TypeScript
grafana_grafana__99612,paired,grafana/grafana,human,none,empty,3,0,,0.666667,0.3333,,1.3333,,,54,Go
langchain-ai_langchain__23876,paired,langchain-ai/langchain,human,none,substantive,3,0,,0.333333,0.3333,,1.3333,,,152,Python
langchain-ai_langchain__24552,paired,langchain-ai/langchain,human,none,substantive,3,0,,0.333333,0,,1,,,132,Python
langchain-ai_langchain__24585,paired,langchain-ai/langchain,human,none,substantive,4,0,,0.25,0.75,,1,,,79,JavaScript
langchain-ai_langchain__24733,paired,langchain-ai/langchain,human,none,substantive,4,0,,1,0.5,,2,,,44,Python
langchain-ai_langchain__25078,paired,langchain-ai/langchain,human,none,empty,3,0,,0.666667,0,,1.3333,,,111,Python
langchain-ai_langchain__25189,paired,langchain-ai/langchain,human,none,substantive,4,0,,0.5,0.25,,1,,,110,Python
langchain-ai_langchain__25362,paired,langchain-ai/langchain,human,none,trivial,4,0,,0,0,,0.75,,,511,Python
langchain-ai_langchain__25430,paired,langchain-ai/langchain,human,none,substantive,3,0,,0,0.3333,,0.3333,,,1217,Python
langchain-ai_langchain__25500,paired,langchain-ai/langchain,human,none,empty,3,0,,1,0.6667,,2,,,806,JavaScript
langchain-ai_langchain__26443,paired,langchain-ai/langchain,human,none,empty,3,0,,0.666667,0.6667,,1.6667,,,35241,Python
langchain-ai_langchain__26802,paired,langchain-ai/langchain,human,none,trivial,3,0,,0,0,,0,,,287,Python
langchain-ai_langchain__27805,paired,langchain-ai/langchain,human,none,empty,3,0,,0.666667,0,,1.6667,,,36,TOML
langchain-ai_langchain__27866,paired,langchain-ai/langchain,human,none,substantive,3,0,,0.333333,0.3333,,1.3333,,,149,Python
langchain-ai_langchain__27967,paired,langchain-ai/langchain,human,none,substantive,4,0,,0.75,0.25,,1.75,,,944,Python
langchain-ai_langchain__28639,paired,langchain-ai/langchain,human,none,empty,3,0,,0.666667,0,,1.3333,,,67,JavaScript
langchain-ai_langchain__28972,paired,langchain-ai/langchain,human,none,substantive,4,0,,0,0.75,,0.75,,,239,Python
langchain-ai_langchain__29120,paired,langchain-ai/langchain,human,none,empty,4,0,,0,0,,0.25,,,382,Other
langchain-ai_langchain__29230,paired,langchain-ai/langchain,human,none,empty,3,0,,0.666667,0,,1.6667,,,29,Python
langchain-ai_langchain__30187,paired,langchain-ai/langchain,human,none,substantive,3,0,,0.666667,1,,1.6667,,,81,Python
langchain-ai_langchain__30370,paired,langchain-ai/langchain,human,none,substantive,3,0.666667,,0.333333,1.3333,,1.3333,,,28,Python
langchain-ai_langchain__30449,paired,langchain-ai/langchain,human,none,substantive,3,0.333333,,0.333333,1,,1.3333,,,22,Python
langchain-ai_langchain__30628,paired,langchain-ai/langchain,human,none,substantive,3,0,,0.666667,0.6667,,1.6667,,,296,YAML
langchain-ai_langchain__30887,paired,langchain-ai/langchain,human,none,substantive,3,0,,1,1,,2,,,44,Python
langchain-ai_langchain__30951,paired,langchain-ai/langchain,human,none,trivial,3,0,,1,0.3333,,2,,,20,Python
langchain-ai_langchain__31468,paired,langchain-ai/langchain,agent,agent-trailer,substantive,3,0.333333,,0,0.6667,,0.6667,,,147,Python
langchain-ai_langchain__31898,paired,langchain-ai/langchain,human,none,substantive,3,0,,0.333333,0.3333,,0.6667,,,4458,Python
langchain-ai_langchain__32074,paired,langchain-ai/langchain,agent,bot-author,substantive,3,1,,1,2,,2,,,40,Python
langchain-ai_langchain__32153,paired,langchain-ai/langchain,agent,bot-author,substantive,3,0.666667,,0.333333,1.6667,,1,,,26,JavaScript
langchain-ai_langchain__32156,paired,langchain-ai/langchain,agent,bot-author,substantive,3,0.666667,,1,1.6667,,2,,,142,Python
langchain-ai_langchain__32157,paired,langchain-ai/langchain,agent,bot-author,substantive,3,1,,0.666667,2,,1.6667,,,82,Python
langchain-ai_langchain__32160,paired,langchain-ai/langchain,agent,bot-author,substantive,3,1,,1,2,,2,,,95,Python
langchain-ai_langchain__32161,paired,langchain-ai/langchain,agent,bot-author,substantive,2,0.5,,1,1.5,,2,,,191,Python
langchain-ai_langchain__32162,paired,langchain-ai/langchain,agent,bot-author,substantive,3,0.333333,,0.666667,1,,1.6667,,,20,Python
langchain-ai_langchain__32228,paired,langchain-ai/langchain,human,none,substantive,3,0,,0.666667,0.3333,,1.3333,,,585,Python
langchain-ai_langchain__32236,paired,langchain-ai/langchain,agent,agent-trailer,substantive,3,0.333333,,1,1.3333,,2,,,21,Python
langchain-ai_langchain__32237,paired,langchain-ai/langchain,agent,agent-trailer,substantive,4,0,,0,0.25,,0.5,,,615,Python
langchain-ai_langchain__32331,paired,langchain-ai/langchain,human,none,trivial,3,0,,0.333333,0,,1,,,249,YAML
langchain-ai_langchain__32368,paired,langchain-ai/langchain,agent,agent-trailer,substantive,3,0,,1,0.6667,,2,,,165,Python
langchain-ai_langchain__32445,paired,langchain-ai/langchain,agent,agent-trailer,substantive,3,0,,0.333333,0,,0.6667,,,967,Other
langchain-ai_langchain__32551,paired,langchain-ai/langchain,human,none,empty,3,0,,0.666667,0,,1.6667,,,75,Python
langchain-ai_langchain__32688,paired,langchain-ai/langchain,human,none,substantive,3,0,,1,0.6667,,2,,,40,Python
langchain-ai_langchain__32910,paired,langchain-ai/langchain,agent,bot-author,trivial,3,0,,0.666667,0,,1.6667,,,278,YAML
langchain-ai_langchain__32919,paired,langchain-ai/langchain,human,none,substantive,4,0,,0.75,0,,1.75,,,41,YAML
langchain-ai_langchain__34106,paired,langchain-ai/langchain,human,none,empty,2,0,,0,0,,1,,,1433,Python
langchain-ai_langchain__34268,paired,langchain-ai/langchain,human,none,empty,3,0,,1,1,,2,,,55,Python
langchain-ai_langchain__34464,paired,langchain-ai/langchain,human,none,empty,3,0,,1,0.6667,,2,,,53,Python
langchain-ai_langchain__35034,paired,langchain-ai/langchain,human,none,empty,3,0,,0.666667,0,,1.6667,,,144,Python
langchain-ai_langchain__35039,paired,langchain-ai/langchain,human,none,empty,3,0,,0,0,,0.3333,,,58,Python
langchain-ai_langchain__35317,paired,langchain-ai/langchain,human,none,empty,3,0,,1,1,,2,,,81,Python
langchain-ai_langchain__35469,paired,langchain-ai/langchain,agent,agent-trailer,substantive,4,0.5,,1,1.5,,2,,,447,Python
langchain-ai_langchain__35588,paired,langchain-ai/langchain,agent,agent-trailer,substantive,2,1,,1,2,,2,,,43,YAML
langchain-ai_langchain__36725,paired,langchain-ai/langchain,human,none,empty,3,0,,1,0.6667,,2,,,55,Python
langchain-ai_langchain__36960,paired,langchain-ai/langchain,agent,agent-trailer,substantive,3,0.666667,,1,1.6667,,2,,,21,Python
langchain-ai_langchain__37064,paired,langchain-ai/langchain,agent,bot-author,empty,3,0,,1,0.6667,,2,,,26,Python
langchain-ai_langchain__37095,paired,langchain-ai/langchain,agent,agent-trailer,substantive,3,0.333333,,0.666667,1.3333,,1.6667,,,163,Python
langchain-ai_langchain__37456,paired,langchain-ai/langchain,human,none,empty,3,0,,1,0,,2,,,187,Python
langchain-ai_langchain__37602,paired,langchain-ai/langchain,human,none,substantive,3,1,,0.666667,2,,1.3333,,,22,Python
langchain-ai_langchain__37710,paired,langchain-ai/langchain,agent,bot-author,substantive,3,0,,0.666667,0.3333,,1.6667,,,101,Python
langchain-ai_langchain__37911,paired,langchain-ai/langchain,agent,agent-trailer,substantive,3,1,,1,2,,2,,,169,Python
langchain-ai_langchain__38118,paired,langchain-ai/langchain,human,none,substantive,3,0.666667,,0.666667,1.3333,,1.3333,,,84,Python
langchain-ai_langchain__38363,paired,langchain-ai/langchain,agent,agent-trailer,substantive,3,0.333333,,0.666667,0.6667,,1.6667,,,24,Python
langchain-ai_langchain__38664,paired,langchain-ai/langchain,agent,agent-trailer,substantive,4,0.5,,0.5,1.5,,1.5,,,133,Python
langchain-ai_langchain__38665,paired,langchain-ai/langchain,agent,agent-footer,substantive,3,0.666667,,0.333333,1.3333,,1,,,186,YAML
prisma_prisma__1018,paired,prisma/prisma,agent,agent-trailer,substantive,4,0.25,,0.25,0.75,,0.75,,,63163,JSON
prisma_prisma__1019,paired,prisma/prisma,agent,agent-footer,substantive,3,0.333333,,0,0.6667,,0.3333,,,2385,JSON
prisma_prisma__1024,paired,prisma/prisma,agent,agent-trailer,substantive,4,1,,0,2,,1,,,1771,TypeScript
prisma_prisma__1028,paired,prisma/prisma,agent,agent-footer,substantive,3,0.333333,,0.666667,1.3333,,1.6667,,,4781,HTML
prisma_prisma__1035,paired,prisma/prisma,agent,agent-trailer,substantive,3,1,,0,2,,1,,,16235,TypeScript
prisma_prisma__1038,paired,prisma/prisma,human,none,substantive,4,1,,0,2,,1,,,890,TypeScript
prisma_prisma__1042,paired,prisma/prisma,agent,agent-trailer,substantive,4,0,,0,0.75,,0,,,21135,TypeScript
prisma_prisma__1048,paired,prisma/prisma,agent,agent-footer,substantive,4,0.75,,0,1.75,,0.75,,,2295,TypeScript
prisma_prisma__137,paired,prisma/prisma,agent,agent-trailer,substantive,3,1,,0.666667,2,,1.6667,,,499,TypeScript
prisma_prisma__145,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.333333,,0.333333,1.3333,,1.3333,,,306,TypeScript
prisma_prisma__147,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.666667,,1,1.6667,,2,,,188,TypeScript
prisma_prisma__200,paired,prisma/prisma,agent,agent-trailer,substantive,4,0.5,,0,1.5,,0.5,,,490,TypeScript
prisma_prisma__201,paired,prisma/prisma,agent,agent-trailer,substantive,3,1,,0.333333,2,,1.3333,,,160,TypeScript
prisma_prisma__224,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.333333,,0.666667,1.3333,,1.6667,,,306,TypeScript
prisma_prisma__270,paired,prisma/prisma,human,none,substantive,3,0.666667,,1,1.3333,,2,,,26,TypeScript
prisma_prisma__310,paired,prisma/prisma,human,none,substantive,2,0,,0,0,,0,,,32,TypeScript
prisma_prisma__32,paired,prisma/prisma,human,none,substantive,3,0,,0.333333,0,,1,,,322,TypeScript
prisma_prisma__323,paired,prisma/prisma,agent,agent-footer,substantive,3,0.666667,,0.333333,1.6667,,1.3333,,,29,JavaScript
prisma_prisma__404,paired,prisma/prisma,agent,agent-trailer,substantive,4,0.75,,0,1.75,,1,,,5437,TypeScript
prisma_prisma__417,paired,prisma/prisma,agent,agent-trailer,substantive,3,0,,0,1,,1,,,19013,TypeScript
prisma_prisma__428,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.666667,,0.333333,1.6667,,1,,,137,TypeScript
prisma_prisma__553,paired,prisma/prisma,agent,agent-trailer,substantive,4,0.5,,0.25,1.5,,1.25,,,1152,TypeScript
prisma_prisma__653,paired,prisma/prisma,human,none,substantive,3,0,,0.333333,0.6667,,1.3333,,,33635,JSON
prisma_prisma__726,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.666667,,0.333333,1.3333,,1,,,3061,TypeScript
prisma_prisma__732,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.666667,,0.666667,1.6667,,1.6667,,,793,TypeScript
prisma_prisma__750,paired,prisma/prisma,agent,agent-trailer,substantive,3,1,,1,2,,2,,,1582,TypeScript
prisma_prisma__751,paired,prisma/prisma,agent,agent-trailer,substantive,4,0.5,,0,1.25,,0.5,,,2180,TypeScript
prisma_prisma__753,paired,prisma/prisma,agent,agent-trailer,substantive,3,1,,0,2,,1,,,3191,TypeScript
prisma_prisma__754,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.333333,,0.666667,1.3333,,1.6667,,,1044,TypeScript
prisma_prisma__755,paired,prisma/prisma,agent,agent-trailer,substantive,4,1,,0,2,,0.5,,,3232,TypeScript
prisma_prisma__768,paired,prisma/prisma,agent,agent-trailer,substantive,4,0.75,,0.25,1.75,,1.25,,,1870,TypeScript
prisma_prisma__769,paired,prisma/prisma,agent,agent-trailer,substantive,3,1,,0,2,,1,,,3660,TypeScript
prisma_prisma__770,paired,prisma/prisma,agent,agent-trailer,substantive,4,0.25,,0.5,1.25,,1.25,,,2111,Other
prisma_prisma__775,paired,prisma/prisma,agent,agent-footer,substantive,4,0.5,,0.5,1.5,,1.25,,,5255,JavaScript
prisma_prisma__792,paired,prisma/prisma,agent,agent-trailer,substantive,4,0.75,,0.25,1.75,,1.25,,,5199,TypeScript
prisma_prisma__795,paired,prisma/prisma,agent,agent-trailer,substantive,4,0.75,,0,1.5,,0.5,,,3699,TypeScript
prisma_prisma__797,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.666667,,0.666667,1.6667,,1.3333,,,127,TypeScript
prisma_prisma__800,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.666667,,1,1.6667,,2,,,40,YAML
prisma_prisma__801,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.333333,,0.333333,1.3333,,1.3333,,,108,TypeScript
prisma_prisma__802,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.333333,,1,1.3333,,2,,,28,YAML
prisma_prisma__808,paired,prisma/prisma,agent,agent-trailer,substantive,4,0.75,,0.5,1.75,,1.5,,,4790,TypeScript
prisma_prisma__809,paired,prisma/prisma,agent,agent-trailer,substantive,3,0.666667,,1,1.6667,,2,,,635,TypeScript
